site,date,timeEST,pH,DIC,spCond,temp,ANC960,ANCMet,precipCatch,fieldCode,notes,uniqueID,waterYr,Ca,Mg,K,Na,TMAl,OMAl,Al_ICP,NH4,SO4,NO3,Cl,PO4,DOC,TDN,DON,SiO2,Mn,Fe,F,cationCharge,anionCharge,ionError,duplicate,sampleType,ionBalance,canonical,pHmetrohm
RG11,2015-07-06,09:50,4.82,NA,6.7,NA,NA,NA,42.4,NA,bottle over filled. low pm.      in precip for the week,RG11_20150706_0950,2015,0.0296,0.0015,0.0321,0.0347,0.008,0.006,0.005,0.1649,0.3919,0.6102,0.044,0.0015,1.8742,0.2977,0.0319,0.0485,0.001,0.0025,0.0325,29.0959,-28.7574,0.0117,NA,Routine,0.3385,NA,NA
RG22,2015-07-06,09:05,4.82,NA,6.7,NA,NA,NA,36.1,NA,low pm,RG22_20150706_0905,2015,0.014,0.0015,0.0509,0.0905,0.008,0.006,0.005,0.2027,0.4008,0.7208,0.044,0.0015,1.6104,0.3195,0.016,0.0485,0.001,0.0025,0.0325,33.3215,-29.4077,0.1248,NA,Routine,3.9138,NA,NA
RG23,2015-07-06,11:05,4.87,NA,5.5,NA,NA,NA,47.8,NA,bottle over filled. low pm.      in precip for the week,RG23_20150706_1105,2015,0.014,0.0015,0.0199,0.0248,0.008,0.006,0.005,0.1751,0.3659,0.5849,0.044,0.0015,1.5441,0.2825,0.0138,0.0485,0.001,0.0025,0.0325,26.4956,-26.1574,0.0128,NA,Routine,0.3382,NA,NA
RG11,2015-07-13,09:50,4.82,NA,14.2,NA,NA,NA,5.1,NA,bird hit funnel replaced with rg-1,RG11_20150713_0950,2015,0.079,0.0169,0.1088,0.2673,0.008,0.006,0.005,0.0935,0.571,0.9359,0.3182,0.0015,4.5751,0.3813,0.0972,0.0485,0.001,0.0025,0.0325,40.9551,-58.9782,-0.3607,NA,Routine,-18.0231,NA,NA
RG22,2015-07-13,08:45,4.43,NA,15.8,NA,NA,NA,2.8,955 F/F only,low vol enough for  DOC.TDN.IC anions NH4 and PO4,RG22_20150713_0845,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1535,NA,NA,NA,Routine,NA,NA,NA
RG23,2015-07-13,11:30,4.52,NA,12.3,NA,NA,NA,7.9,NA,NA,RG23_20150713_1130,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1995,NA,NA,NA,Routine,NA,NA,NA
RG11,2015-07-20,11:20,5.15,NA,4,NA,NA,NA,141.2,NA,bottle full 4-5in of rain for the week,RG11_20150720_1120,2015,0.0569,0.0174,0.0378,0.1578,0.008,0.006,0.005,0.1585,0.3099,0.3871,0.044,0.0015,0.9172,0.2321,0.0111,0.0485,0.001,0.0025,0.0325,28.8505,-18.6684,0.4285,NA,Routine,10.182,NA,NA
RG22,2015-07-20,08:40,5.12,NA,4.4,NA,NA,NA,56.9,NA,bottle full 4-5in of rain for the week,RG22_20150720_0840,2015,0.067,0.0132,0.0615,0.2216,0.008,0.006,0.005,0.183,0.3789,0.4393,0.1651,0.0015,0.9094,0.2458,0.0122,0.0485,0.001,0.0025,0.0325,34.2629,-24.3244,0.3393,NA,Routine,9.9385,NA,NA
RG23,2015-07-20,12:45,5.17,NA,4.2,NA,NA,NA,126.3,NA,bottle full 4-5in of rain for the week,RG23_20150720_1245,2015,0.0596,0.0133,0.0263,0.13,0.008,0.006,0.005,0.1916,0.3004,0.3872,0.1336,0.0015,0.9086,0.2529,0.0122,0.0485,0.001,0.0025,0.0325,28.6724,-20.9569,0.3109,NA,Routine,7.7155,NA,NA
RG11,2015-07-27,08:10,NA,NA,NA,NA,NA,NA,NA,NA,NA,RG11_20150727_0810,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Routine,NA,NA,NA
RG22,2015-07-27,09:40,4.85,NA,10.9,NA,NA,NA,14.4,NA,Fpm = uniform round black specks. Variable catch,RG22_20150727_0940,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1254,NA,NA,NA,Routine,NA,NA,NA
RG23,2015-07-27,08:45,4.94,NA,7.9,NA,NA,NA,10.4,970,Fpm = uniform round black specks. Variable catch,RG23_20150727_0845,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4815,NA,NA,NA,Routine,NA,NA,NA
RG11,2015-08-03,10:20,4.69,NA,8.3,NA,NA,NA,15,NA,variable catch,RG11_20150803_1020,2015,0.1376,0.0178,0.0864,0.3628,NA,NA,0.0137,0.0072,0.5235,0.5794,0.044,0.0015,2.989,0.1694,0.0329,0.0485,0.002,0.0025,0.0325,47.138,-36.575,0.2524,NA,Routine,10.563,NA,NA
RG22,2015-08-03,08:15,4.65,NA,8.6,NA,NA,NA,16.2,NA,variable catch,RG22_20150803_0815,2015,0.1101,0.015,0.0853,0.1658,0.008,0.006,0.005,0.0281,0.4432,0.7056,0.096,0.0015,2.9387,0.2223,0.041,0.0485,0.001,0.0025,0.0325,40.9578,-38.1533,0.0709,NA,Routine,2.8045,NA,NA
RG23,2015-08-03,11:40,4.8,NA,7,NA,NA,NA,20.8,NA,variable catch,RG23_20150803_1140,2015,0.0792,0.0098,0.0863,0.1477,0.008,0.006,0.005,0.0707,0.5248,0.5387,0.044,0.0015,3.1503,0.2189,0.0423,0.0485,0.001,0.0025,0.0325,34.0486,-36.7539,-0.0764,NA,Routine,-2.7054,NA,NA
RG11,2015-08-10,12:50,4.85,NA,6.6,NA,NA,NA,16.7,NA,clean and variable catch,RG11_20150810_1250,2015,0.1316,0.0258,0.0265,0.0475,0.008,0.006,0.005,0.1421,0.5812,0.5655,0.044,0.0015,2.3328,0.2665,0.0284,0.0485,0.003,0.0025,0.0325,34.3262,-34.2708,0.0016,NA,Routine,0.0554,NA,NA
RG22,2015-08-10,14:00,4.88,NA,6.8,NA,NA,NA,11.4,NA,clean and variable catch,RG22_20150810_1400,2015,0.1553,0.0273,0.1493,0.3417,0.008,0.006,0.005,0.0975,0.5313,0.5224,0.1001,0.0015,3.7005,0.249,0.0553,0.0485,0.0025,0.0025,0.0325,48.1493,-40.9584,0.1614,NA,Routine,7.1908,NA,NA
RG23,2015-08-10,12:15,4.89,NA,6.3,NA,NA,NA,16.8,NA,clean and variable catch,RG23_20150810_1215,2015,0.121,0.0225,0.0774,0.171,0.008,0.006,0.005,0.1366,0.5984,0.6029,0.044,0.0015,3.8512,0.2568,0.0125,0.0485,0.0049,0.0025,0.0325,38.6508,-42.8253,-0.1025,NA,Routine,-4.1745,NA,NA
RG11,2015-08-17,13:50,4.99,NA,3.7,NA,NA,NA,54.2,NA,all bottles over filled. very clean,RG11_20150817_1350,2015,0.014,0.0015,0.0551,0.1515,0.008,0.006,0.005,0.0278,0.1907,0.1696,0.1153,0.0015,1.4934,0.0495,0.0122,0.0485,0.001,0.0025,0.0325,21.486,-17.5705,0.2005,NA,Routine,3.9156,NA,NA
RG22,2015-08-17,13:50,4.99,NA,3.8,NA,NA,NA,45.7,NA,all bottles over filled. very clean,RG22_20150817_1350,2015,0.014,0.0015,0.0261,0.0796,0.008,0.006,0.005,0.0026,0.1677,0.1665,0.129,0.0015,1.2951,0.0495,0.0482,0.0485,0.001,0.0025,0.0325,16.217,-16.4345,-0.0133,NA,Routine,-0.2175,NA,NA
RG23,2015-08-17,12:35,5.05,NA,3.3,NA,NA,NA,58.7,NA,all bottles over filled. very clean,RG23_20150817_1235,2015,0.014,0.0015,0.0256,0.08,0.008,0.006,0.005,0.0067,0.075,0.1669,0.044,0.0015,0.9655,0.0495,0.0101,0.0485,0.001,0.0025,0.0325,15.1302,-10.4669,0.3644,NA,Routine,4.6633,NA,NA
RG11,2015-08-24,09:25,4.8,NA,7.5,NA,NA,NA,9.9,NA,variable catch,RG11_20150824_0925,2015,0.069,0.0241,0.049,0.1704,0.008,0.006,0.005,0.0026,0.3748,0.55,0.2725,0.0015,3.5899,0.1918,0.0662,0.0485,0.0061,0.0025,0.0325,30.9727,-42.4539,-0.3127,NA,Routine,-11.4812,NA,NA
RG22,2015-08-24,08:45,4.8,NA,8.9,NA,NA,NA,8.1,NA,variable catch,RG22_20150824_0845,2015,0.0975,0.0354,0.0579,0.288,0.008,0.006,0.005,0.0026,0.4086,0.7087,0.4987,0.0015,NA,0.258,0.0947,0.0485,0.001,0.0025,0.0325,38.669,NA,NA,NA,Routine,NA,NA,NA
RG23,2015-08-24,11:20,4.76,NA,7.4,NA,NA,NA,11.9,NA,variable catch,RG23_20150824_1120,2015,0.0463,0.0134,0.0869,0.2756,0.008,0.006,0.005,0.0026,0.3288,0.5699,0.2212,0.0015,4.0403,0.1781,0.0483,0.0485,0.001,0.0025,0.0325,36.029,-42.625,-0.1677,NA,Routine,-6.5961,NA,NA
RG11,2015-08-31,09:35,4.58,NA,13,NA,NA,NA,13,969,bird hit on funnel. rain fell in one event 8/25.(~0.4in) as showers and a few downpours,RG11_20150831_0935,2015,0.06,0.0099,0.0356,0.0732,0.008,0.006,0.005,0.2313,0.6891,1.6037,0.1436,0.0015,3.509,0.6133,0.0714,0.0485,0.001,0.0025,0.0325,47.9145,-61.9538,-0.2556,NA,Routine,-14.0394,NA,NA
RG22,2015-08-31,07:30,4.62,NA,10.5,NA,NA,NA,14,NA,rain fell in one event 8/25.(~0.4in) as showers and a few downpours,RG22_20150831_0730,2015,0.0795,0.0124,0.0552,0.1029,0.008,0.006,0.005,0.1447,0.484,1.292,0.1488,0.0015,1.9204,0.4461,0.0213,0.0485,0.0026,0.0025,0.0325,43.7786,-44.8574,-0.0243,NA,Routine,-1.0788,NA,NA
RG23,2015-08-31,10:20,4.57,NA,12.5,NA,NA,NA,14.7,NA,rain fell in one event 8/25.(~0.4in) as showers and a few downpours,RG23_20150831_1020,2015,0.0667,0.0094,0.1178,0.0765,0.008,0.006,0.005,0.2613,0.6834,1.5294,0.1312,0.0015,3.002,0.5919,0.0285,0.0485,0.001,0.0025,0.0325,52.7301,-57.7508,-0.0909,NA,Routine,-5.0207,NA,NA
RG11,2015-09-07,12:45,NA,NA,NA,NA,NA,NA,NA,955,Dry precip week,RG11_20150907_1245,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Routine,NA,NA,NA
RG22,2015-09-07,13:30,NA,NA,NA,NA,NA,NA,NA,955,Dry precip week,RG22_20150907_1330,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Routine,NA,NA,NA
RG23,2015-09-07,11:10,NA,NA,NA,NA,NA,NA,NA,955,Dry precip week,RG23_20150907_1110,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Routine,NA,NA,NA
RG11,2015-09-14,09:50,5.01,NA,4.3,NA,NA,NA,56.2,NA,bottle over filled,RG11_20150914_0950,2015,0.0446,0.0058,0.0536,0.0977,0.008,0.006,0.005,0.0517,0.3058,0.346,1.0036,0.0015,1.1714,0.1413,0.023,0.0485,0.001,0.0025,0.0837,21.8497,-46.2582,-0.7168,NA,Routine,-24.4084,NA,NA
RG22,2015-09-14,08:10,NA,NA,NA,NA,NA,NA,47.3,970,bird (feces) hit Rejected. not archived,RG22_20150914_0810,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Routine,NA,NA,NA
RG23,2015-09-14,08:55,5.02,NA,4.8,NA,NA,NA,63.1,NA,bottle over filled,RG23_20150914_0855,2015,0.0319,0.0039,0.0633,0.1444,0.008,0.006,0.005,0.0714,0.2546,0.3409,0.044,0.0015,1.2335,0.1725,0.0401,0.1144,0.001,0.0025,0.0325,24.2069,-18.3525,0.2751,NA,Routine,5.8544,NA,NA
RG11,2015-09-21,10:35,4.82,NA,7.5,NA,NA,NA,7.9,NA, (used rg-1 for rg-11 splits/archive),RG11_20150921_1035,2015,NA,NA,NA,NA,0.008,0.006,NA,0.1574,0.5618,0.7923,0.1312,0.0015,NA,NA,NA,NA,NA,NA,0.0325,24.7486,NA,NA,NA,Routine,NA,NA,NA
RG22,2015-09-21,07:50,5.78,NA,10.1,NA,NA,NA,7.4,970,bird (feces) hit Rejected. not archived,RG22_20150921_0750,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9819,0.3491,NA,NA,NA,NA,NA,1.6596,-14.9095,-1.5994,NA,Routine,-13.2499,NA,NA
RG23,2015-09-21,09:05,4.78,NA,7.5,NA,NA,NA,11.4,NA,NA,RG23_20150921_0905,2015,0.1346,0.0166,0.0575,0.0955,0.008,0.006,0.005,0.1029,0.5247,0.6664,0.1955,0.0015,4.5372,0.2971,0.0666,0.0485,0.0054,0.0025,0.0325,36.9022,-50.0173,-0.3018,NA,Routine,-13.1151,NA,NA
RG11,2015-09-28,10:00,NA,NA,NA,NA,NA,NA,NA,955,Dry. no precip this week,RG11_20150928_1000,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Routine,NA,NA,NA
RG22,2015-09-28,08:45,NA,NA,NA,NA,NA,NA,NA,955,Dry. no precip this week,RG22_20150928_0845,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Routine,NA,NA,NA
RG23,2015-09-28,10:05,NA,NA,NA,NA,NA,NA,NA,955,Dry. no precip this week,RG23_20150928_1005,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Routine,NA,NA,NA
RG11,2015-10-05,11:05,5.22,NA,2.8,NA,NA,NA,95.5,NA,very clean pcpt. all bottles over filled. 2-4infell in one storm,RG11_20151005_1105,2015,0.014,0.0085,0.0429,0.1525,0.008,0.006,0.005,0.0026,0.075,0.1414,0.1216,0.0015,0.7966,0.0495,0.0017,0.0485,0.001,0.0025,0.0325,16.1817,-11.4001,0.3467,NA,Routine,4.7816,NA,NA
RG23,2015-10-05,10:00,5.3,NA,2.4,NA,NA,NA,104.7,NA,very clean pcpt. all bottles over filled. 2-4infell in one storm,RG23_20151005_1000,2015,0.014,0.0098,0.0325,0.1023,0.008,0.006,0.005,0.0026,0.075,0.0699,0.092,0.0015,0.5279,0.0495,0.0102,0.0485,0.001,0.0025,0.0325,12.8271,-8.0676,0.4556,NA,Routine,4.7595,NA,NA
RG22,2015-10-06,08:30,5.21,NA,2.7,NA,NA,NA,56.4,NA,very clean pcpt. all bottles over filled. 2-4infell in one storm,RG22_20151006_0830,2015,0.014,0.0095,0.0353,0.1409,0.008,0.006,0.005,0.0026,0.075,0.0253,0.1179,0.0015,1.1696,0.0495,-0.0035,0.0485,0.001,0.0025,0.0325,15.7138,-11.2889,0.3277,NA,Routine,4.4248,NA,NA
RG11,2015-10-12,11:50,5.13,NA,4.7,NA,NA,NA,32.8,NA,~1.2in of rain fell as off and on showers 10-9-2015,RG11_20151012_1150,2015,0.0469,0.0081,0.0643,0.1704,0.008,0.006,0.005,0.2155,0.4286,0.5675,0.044,0.0015,1.0458,0.3358,0.0403,0.1687,0.001,0.0025,0.0325,32.3111,-24.6918,0.2673,NA,Routine,7.6193,NA,NA
RG22,2015-10-12,09:10,5.09,NA,5.3,NA,NA,NA,32.8,NA,~1.2in of rain fell as off and on showers 10-9-2015,RG22_20151012_0910,2015,0.1314,0.0155,0.0274,0.1617,0.008,0.006,0.005,0.2747,0.4867,0.7525,0.044,0.0015,0.8917,0.3866,0.0192,0.0485,0.001,0.0025,0.0325,39.8111,-28.1141,0.3444,NA,Routine,11.697,NA,NA
RG23,2015-10-12,10:20,5.15,NA,4.8,NA,NA,NA,34.5,NA,~1.2in of rain fell as off and on showers 10-9-2015,RG23_20151012_1020,2015,0.0672,0.0096,0.0233,0.0552,0.008,0.006,0.005,0.2371,0.4012,0.6054,0.0883,0.0015,0.9829,0.3548,0.0339,0.0485,0.001,0.0025,0.0325,28.2601,-25.6681,0.0961,NA,Routine,2.592,NA,NA
RG11,2015-10-19,10:20,4.88,NA,12.1,NA,NA,NA,2.5,955,strange amorphous supended gray material- fuzzy fzn pcpt phenomen.precip possibly fell as brief flurry.but mostly rain. tubing contained fzn pcpt when collected possilbe vol. loss-dirty.(no archives samples or u/u splits),RG11_20151019_1020,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1826,NA,NA,NA,Routine,NA,NA,NA
RG22,2015-10-19,08:00,4.4,NA,21.1,NA,NA,NA,1.6,955,precip possibly fell as brief flurry.but mostly rain. tubing contained fzn pcpt when collected possilbe vol. loss-dirty.(no archives samples or u/u splits),RG22_20151019_0800,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8107,NA,NA,NA,Routine,NA,NA,NA
RG23,2015-10-19,09:30,4.62,NA,15.8,NA,NA,NA,1.7,955/970,strange amorphous supended gray material- fuzzy fzn pcpt phenomen.precip possibly fell as brief flurry.but mostly rain. tubing contained fzn pcpt when collected possilbe vol. loss-dirty.(no archives samples or u/u splits),RG23_20151019_0930,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9883,NA,NA,NA,Routine,NA,NA,NA
RG11,2015-10-26,10:50,5.32,NA,9.9,NA,NA,NA,14,NA,precip fell as rain showers. variable catch. last funnel/bottle collection.,RG11_20151026_1050,2015,0.5711,0.0933,0.0754,0.1774,0.008,0.006,0.0306,0.3674,0.9033,1.8283,0.2819,0.0015,1.895,0.8268,0.1285,0.0485,0.0065,0.0436,0.0325,71.864,-65.8641,0.0871,NA,Routine,5.9999,NA,NA
