site,date,timeEST,pH,DIC,spCond,temp,ANC960,ANCMet,precipCatch,fieldCode,notes,uniqueID,waterYr,Ca,Mg,K,Na,TMAl,OMAl,Al_ICP,NH4,SO4,NO3,Cl,PO4,DOC,TDN,DON,SiO2,Mn,Fe,F,cationCharge,anionCharge,ionError,duplicate,sampleType,ionBalance,canonical,pHmetrohm
S,1965-11-15,NA,4.27,NA,NA,NA,NA,NA,NA,NA,7,S_19651115_NA,1965,0.07,0.02,0.02,0.09,NA,NA,0.16,0.18,2.72,0.81,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1965-11-22,NA,4.12,NA,NA,NA,NA,NA,NA,NA,7,S_19651122_NA,1965,0.19,0.02,0.05,0.04,NA,NA,NA,0.27,3.64,2.04,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1965-11-29,NA,4.23,NA,NA,NA,NA,NA,NA,NA,7,S_19651129_NA,1965,0.1,0.01,0.04,0.05,NA,NA,0.03,0.3,2.92,1.98,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1965-12-07,NA,3.88,NA,NA,NA,NA,NA,NA,NA,7,S_19651207_NA,1965,0.19,0.04,0.15,0.26,NA,NA,0.15,0.83,6.16,5.25,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1965-12-14,NA,4.39,NA,NA,NA,NA,NA,NA,NA,7,S_19651214_NA,1965,0.06,0.02,0.04,0.09,NA,NA,0.01,0.14,1.96,0.94,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1965-12-21,NA,4.1,NA,NA,NA,NA,NA,NA,NA,7,S_19651221_NA,1965,0.09,0.02,0.04,0.05,NA,NA,0.04,0.26,3.24,3.64,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1965-12-28,NA,4.18,NA,NA,NA,NA,NA,NA,NA,7,S_19651228_NA,1965,0.06,0.02,0.06,0.06,NA,NA,0.04,0.21,2.52,1.73,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-01-04,NA,4.47,NA,NA,NA,NA,NA,NA,NA,7,S_19660104_NA,1965,0.22,0.02,0.04,0.05,NA,NA,0.01,0.11,1.68,0.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-01-11,NA,4.02,NA,NA,NA,NA,NA,NA,NA,7,S_19660111_NA,1965,0.21,0.03,0.05,0.11,NA,NA,0.04,0.17,2.04,3.15,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,S_19660118_NA,1965,NA,0.15,0.22,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1966-01-25,NA,4.18,NA,NA,NA,NA,NA,NA,NA,7,S_19660125_NA,1965,0.11,0.02,0.06,0.21,NA,NA,0.005,0.05,1.2,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19660201_NA,1965,0.06,0.02,0.04,0.11,NA,NA,0.01,0.12,1.28,1.28,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19660208_NA,1965,0.07,0.02,0.05,0.15,NA,NA,0.04,0.2,2.64,1.26,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19660215_NA,1965,0.06,0.01,0.03,0.05,NA,NA,0.02,0.17,1.24,0.52,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19660222_NA,1965,0.1,0.03,0.02,0.21,NA,NA,0.05,0.14,1.4,1.5,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19660301_NA,1965,0.005,0.01,0.005,0.05,NA,NA,0.02,0.1,1.64,0.41,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19660308_NA,1965,0.13,0.01,0.04,0.05,NA,NA,0.02,0.24,2.52,0.8,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-03-15,NA,4.48,NA,NA,NA,NA,NA,NA,NA,7,S_19660315_NA,1965,0.11,0.02,0.02,0.08,NA,NA,0.02,0.11,1.32,1.5,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,S_19660322_NA,1965,3,0.36,0.3,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1966-03-29,NA,4.36,NA,NA,NA,NA,NA,NA,NA,7,S_19660329_NA,1965,0.23,0.05,0.02,0.31,NA,NA,0.005,0.17,2.28,0.95,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-04-05,NA,3.95,NA,NA,NA,NA,NA,NA,NA,7,S_19660405_NA,1965,0.32,0.06,0.09,0.15,NA,NA,0.17,0.54,3.96,5.6,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-04-12,NA,4.01,NA,NA,NA,NA,NA,NA,NA,7,S_19660412_NA,1965,0.19,0.01,0.04,0.04,NA,NA,0.06,0.54,4.08,3.61,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-04-26,NA,3.94,NA,NA,NA,NA,NA,NA,NA,0,S_19660426_NA,1965,0.18,0.04,0.05,0.19,NA,NA,0.09,0.65,5.39,2.17,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-05-03,NA,4.01,NA,NA,NA,NA,NA,NA,NA,7,S_19660503_NA,1965,0.19,0.01,0.005,0.03,NA,NA,0.06,0.4,4.41,2.49,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-05-10,NA,4.19,NA,NA,NA,NA,NA,NA,NA,7,S_19660510_NA,1965,0.26,0.04,0.04,0.06,NA,NA,0.05,0.45,3.89,2,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-05-17,NA,3.94,NA,NA,NA,NA,NA,NA,NA,1,S_19660517_NA,1965,0.1,0.02,0.04,0.08,NA,NA,0.16,NA,4.9,3.28,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1966-05-24,NA,3.93,NA,NA,NA,NA,NA,NA,NA,7,S_19660524_NA,1965,1.66,0.07,0.09,0.98,NA,NA,0.15,0.21,6.5,2.66,1.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-05-31,NA,4.04,NA,NA,NA,NA,NA,NA,NA,0,S_19660531_NA,1965,0.39,0.07,0.09,0.15,NA,NA,0.05,0.52,5.98,2.56,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-06-07,NA,4.02,NA,NA,NA,NA,NA,NA,NA,7,S_19660607_NA,1966,0.39,0.07,0.09,0.15,NA,NA,0.05,0.52,5.98,2.56,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-06-13,NA,4.23,NA,NA,NA,NA,NA,NA,NA,7,S_19660613_NA,1966,0.005,0.01,0.03,0.07,NA,NA,0.02,0.06,2.63,0.88,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-06-21,NA,4.12,NA,NA,NA,NA,NA,NA,NA,7,S_19660621_NA,1966,0.06,0.02,0.07,0.11,NA,NA,0.04,0.04,3.91,1.6,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-06-28,NA,4,NA,NA,NA,NA,NA,NA,NA,7,S_19660628_NA,1966,0.12,0.05,0.19,0.08,NA,NA,0.09,0.31,6.56,1.33,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-07-05,NA,4.34,NA,NA,NA,NA,NA,NA,NA,7,S_19660705_NA,1966,0.43,0.02,0.04,0.09,NA,NA,0.05,0.12,2.14,0.43,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-07-12,NA,3.92,NA,NA,NA,NA,NA,NA,NA,7,S_19660712_NA,1966,0.005,0.02,0.04,0.05,NA,NA,0.03,0.11,5.65,1.88,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-07-19,NA,3.73,NA,NA,NA,NA,NA,NA,NA,2,S_19660719_NA,1966,1.57,0.2,0.14,0.29,NA,NA,0.03,0.18,7.29,3.2,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-07-26,NA,4.2,NA,NA,NA,NA,NA,NA,NA,7,S_19660726_NA,1966,0.07,0.01,0.005,0.08,NA,NA,0.04,0.26,2.86,1.02,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-08-02,NA,3.78,NA,NA,NA,NA,NA,NA,NA,7,S_19660802_NA,1966,0.44,0.03,0.03,0.23,NA,NA,0.08,0.36,8.13,2.4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-08-09,NA,3.74,NA,NA,NA,NA,NA,NA,NA,7,S_19660809_NA,1966,0.38,0.05,0.04,0.25,NA,NA,0.12,0.46,7.82,4.01,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-08-16,NA,4.07,NA,NA,NA,NA,NA,NA,NA,7,S_19660816_NA,1966,0.06,0.01,0.005,0.02,NA,NA,0.05,0.08,3.17,1.04,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-08-23,NA,4.17,NA,NA,NA,NA,NA,NA,NA,7,S_19660823_NA,1966,0.09,0.02,0.005,0.005,NA,NA,0.08,0.14,3.02,0.76,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-09-07,NA,4.36,NA,NA,NA,NA,NA,NA,NA,7,S_19660907_NA,1966,0.32,0.04,0.02,0.11,NA,NA,0.05,0.05,2.02,0.5,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19660920_NA,1966,0.1,0.09,0.08,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19660928_NA,1966,0.05,0.01,0.005,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19661003_NA,1966,0.25,0.02,0.03,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-10-10,NA,4.01,NA,NA,NA,NA,NA,NA,NA,2,S_19661010_NA,1966,0.27,0.05,0.04,0.16,NA,NA,0.36,0.27,4.32,2.12,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-10-17,NA,3.75,NA,NA,NA,NA,NA,NA,NA,2,S_19661017_NA,1966,0.96,0.24,0.09,0.29,NA,NA,0.37,0.57,6.8,2.93,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-10-24,NA,3.98,NA,NA,NA,NA,NA,NA,NA,2,S_19661024_NA,1966,0.28,0.01,0.005,0.06,NA,NA,0.6,0.02,1.52,0.32,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-11-09,NA,4.08,NA,NA,NA,NA,NA,NA,NA,2,S_19661109_NA,1966,0.08,0.03,0.03,0.15,NA,NA,0.15,0.04,1.44,0.9,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-11-14,NA,3.9,NA,NA,NA,NA,NA,NA,NA,2,S_19661114_NA,1966,0.14,0.03,0.04,0.12,NA,NA,0.29,0.51,4.4,2.92,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19661121_NA,1966,0.62,0.1,0.27,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-11-28,NA,3.6,NA,NA,NA,NA,NA,NA,NA,2,S_19661128_NA,1966,1.04,0.09,0.2,0.33,NA,NA,0.22,1.5,8.64,6.6,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-12-12,NA,4,NA,NA,NA,NA,NA,NA,NA,2,S_19661212_NA,1966,0.11,0.02,0.03,0.16,NA,NA,0.15,0.03,2.34,0.93,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1966-12-20,NA,4.68,NA,NA,NA,NA,NA,NA,NA,1,S_19661220_NA,1966,0.12,0.01,0.37,0.07,NA,NA,0.04,0.15,0.64,0.81,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1966-12-27,NA,4.74,NA,NA,NA,NA,NA,NA,NA,1,S_19661227_NA,1966,0.04,0.01,0.005,0.05,NA,NA,0.01,0.01,0.4,0.34,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1967-01-03,NA,4.64,NA,NA,NA,NA,NA,NA,NA,7,S_19670103_NA,1966,0.005,0.005,0.02,0.02,NA,NA,0.01,0.03,0.33,0.72,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-01-09,NA,3.86,NA,NA,NA,NA,NA,NA,NA,7,S_19670109_NA,1966,0.16,0.05,0.06,0.3,NA,NA,0.05,0.34,5.2,3.67,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-01-16,NA,4.04,NA,NA,NA,NA,NA,NA,NA,7,S_19670116_NA,1966,0.3,0.04,0.1,0.11,NA,NA,0.06,0.27,1.98,4.19,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-01-25,NA,3.97,NA,NA,NA,NA,NA,NA,NA,7,S_19670125_NA,1966,0.24,0.06,0.21,0.2,NA,NA,0.07,0.55,4.69,2.44,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-01-30,NA,4.65,NA,NA,NA,NA,NA,NA,NA,1,S_19670130_NA,1966,0.1,0.12,0.17,0.19,NA,NA,0.05,0.19,2.24,0.98,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1967-02-06,NA,4.34,NA,NA,NA,NA,NA,NA,NA,7,S_19670206_NA,1966,0.03,0.03,0.02,0.25,NA,NA,0.04,0.08,1.92,1.99,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-02-20,NA,3.91,NA,NA,NA,NA,NA,NA,NA,1,S_19670220_NA,1966,0.96,0.31,0.72,0.34,NA,NA,0.08,1.36,4.48,6.35,0.86,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1967-02-27,NA,4.53,NA,NA,NA,NA,NA,NA,NA,7,S_19670227_NA,1966,0.06,0.01,0.14,0.05,NA,NA,0.01,0.13,1.28,1.19,0.3,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-03-08,NA,4.29,NA,NA,NA,NA,NA,NA,NA,1,S_19670308_NA,1966,0.14,0.12,1.21,0.09,NA,NA,0.1,1.22,2.4,2.13,0.75,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1967-03-20,NA,4.11,NA,NA,NA,NA,NA,NA,NA,7,S_19670320_NA,1966,0.28,0.04,0.05,0.08,NA,NA,0.02,0.31,3.84,2.14,0.59,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-04-03,NA,3.92,NA,NA,NA,NA,NA,NA,NA,7,S_19670403_NA,1966,0.11,0.04,0.06,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-04-10,NA,4.16,NA,NA,NA,NA,NA,NA,NA,7,S_19670410_NA,1966,0.07,0.02,0.04,0.04,NA,NA,0.005,0.26,2.74,1.56,0.86,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-04-17,NA,4.18,NA,NA,NA,NA,NA,NA,NA,7,S_19670417_NA,1966,0.16,0.02,0.02,0.005,NA,NA,0.005,0.18,2.84,1.4,0.34,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-04-25,NA,4.19,NA,NA,NA,NA,NA,NA,NA,7,S_19670425_NA,1966,0.06,0.02,0.005,0.05,NA,NA,0.005,0.1,2.54,1.28,0.4,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-05-09,NA,4.08,NA,NA,NA,NA,NA,NA,NA,7,S_19670509_NA,1966,0.08,0.04,0.06,0.12,NA,NA,0.02,0.43,3.74,1.92,1.42,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19670515_NA,1966,0.14,0.02,0.07,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-05-22,NA,4.04,NA,NA,NA,NA,NA,NA,NA,7,S_19670522_NA,1966,0.36,0.09,0.09,0.06,NA,NA,0.04,0.46,4.34,2.29,0.92,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-05-29,NA,4.45,NA,NA,NA,NA,NA,NA,NA,7,S_19670529_NA,1966,0.08,0.02,0.08,0.03,NA,NA,0.005,0.005,0.94,0.6,0.59,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-05-31,NA,4.07,NA,NA,NA,NA,NA,NA,NA,0,S_19670531_NA,1966,0.27,0.09,0.42,0.1,NA,NA,0.005,0.005,0.94,0.6,0.59,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-06-13,NA,4.07,NA,NA,NA,NA,NA,NA,NA,1,S_19670613_NA,1967,0.27,0.09,0.42,0.1,NA,NA,NA,0.35,6,1.53,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1967-06-19,NA,4.1,NA,NA,NA,NA,NA,NA,NA,0,S_19670619_NA,1967,0.19,0.04,0.09,0.05,NA,NA,NA,0.45,5.2,1.55,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-06-26,NA,3.91,NA,NA,NA,NA,NA,NA,NA,7,S_19670626_NA,1967,0.09,0.02,0.04,0.02,NA,NA,NA,0.37,5.8,1.56,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-07-03,NA,4.08,NA,NA,NA,NA,NA,NA,NA,0,S_19670703_NA,1967,0.1,0.08,0.06,2.7,NA,NA,NA,NA,5.4,1.95,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-07-10,NA,4.15,NA,NA,NA,NA,NA,NA,NA,7,S_19670710_NA,1967,0.07,0.01,0.005,0.01,NA,NA,NA,0.18,3,0.78,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-07-17,NA,4.12,NA,NA,NA,NA,NA,NA,NA,0,S_19670717_NA,1967,0.02,0.02,0.01,0.06,NA,NA,NA,0.33,2.5,1.14,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-07-24,NA,3.76,NA,NA,NA,NA,NA,NA,NA,1,S_19670724_NA,1967,0.13,0.03,0.07,0.04,NA,NA,NA,0.32,5.9,2.14,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1967-07-31,NA,4.17,NA,NA,NA,NA,NA,NA,NA,1,S_19670731_NA,1967,0.14,0.03,0.07,0.01,NA,NA,NA,0.1,1.8,0.8,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1967-08-07,NA,3.59,NA,NA,NA,NA,NA,NA,NA,0,S_19670807_NA,1967,0.28,0.06,0.06,0.12,NA,NA,NA,NA,8.9,3.67,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-08-14,NA,3.82,NA,NA,NA,NA,NA,NA,NA,0,S_19670814_NA,1967,0.14,0.03,0.06,0.04,NA,NA,NA,0.33,5.1,1.93,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-08-21,NA,3.94,NA,NA,NA,NA,NA,NA,NA,1,S_19670821_NA,1967,0.11,0.02,0.04,0.01,NA,NA,NA,0.33,4.1,1.14,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1967-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,S_19670828_NA,1967,0.05,0.01,0.03,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
S,1967-09-05,NA,4.1,NA,NA,NA,NA,NA,NA,NA,0,S_19670905_NA,1967,0.27,0.05,0.07,0.04,NA,NA,NA,0.14,3.6,1.13,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-09-11,NA,4.08,NA,NA,NA,NA,NA,NA,NA,7,S_19670911_NA,1967,0.07,0.01,0.03,0.04,NA,NA,NA,0.16,2.9,0.9,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-09-25,NA,4.04,NA,NA,NA,NA,NA,NA,NA,7,S_19670925_NA,1967,0.08,0.02,0.05,0.04,NA,NA,NA,0.25,4.2,1.17,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-10-02,NA,4.54,NA,NA,NA,NA,NA,NA,NA,7,S_19671002_NA,1967,0.01,0.01,0.02,0.08,NA,NA,NA,0.11,1.4,0.62,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19671009_NA,1967,0.005,0.17,0.17,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-10-16,NA,4.09,NA,NA,NA,NA,NA,NA,NA,7,S_19671016_NA,1967,0.05,0.01,0.02,0.07,NA,NA,NA,0.24,3.6,2.21,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-10-23,NA,4.28,NA,NA,NA,NA,NA,NA,NA,7,S_19671023_NA,1967,0.24,0.07,0.28,0.14,NA,NA,NA,0.51,3.3,2.31,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-10-30,NA,4.55,NA,NA,NA,NA,NA,NA,NA,7,S_19671030_NA,1967,0.07,0.07,0.22,0.48,NA,NA,NA,0.15,1.4,0.43,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-11-06,NA,4.26,NA,NA,NA,NA,NA,NA,NA,7,S_19671106_NA,1967,0.04,0.03,0.02,0.18,NA,NA,NA,0.19,2.5,1.67,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-11-13,NA,4.15,NA,NA,NA,NA,NA,NA,NA,7,S_19671113_NA,1967,0.15,0.03,0.04,0.12,NA,NA,NA,0.4,3.6,3.23,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,S_19671121_NA,1967,0.32,0.4,0.07,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
S,1967-11-28,NA,4.54,NA,NA,NA,NA,NA,NA,NA,7,S_19671128_NA,1967,0.06,0.01,0.005,0.07,NA,NA,NA,0.12,0.2,1.21,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
